"Tree Level 1","Country-Code","Country","Direction","Partner-Code","Partner","Unit","Footnotes","Sources",_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IS","Iceland","in % of total","-","National Bank of Kazakhstan, wiiw",.,0.0060555,0.0090169,0.0008455,-0.0001817,0.0004709,0.0003869,0.0003364,0.0002913,-3.83E-5,2.0E-7,2.0E-7,0.000172,0.0005757,0.0006494,0.0005574,0.0005551,0.0005153,0.0009063
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IN","India","EUR m","-","National Bank of Kazakhstan",5.1524862,5.4106719,3.7162828,14.095237,12.0331835,12.5243486,12.3977211,31.1251601,129.7817849,131.576262,125.5176155,131.3840624,123.8176392,146.5764466,141.1904105,161.2709602,42.7932484,17.8652949,41.2539052
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IN","India","in % of total","-","National Bank of Kazakhstan, wiiw",0.0366121,0.0329408,0.0172216,0.0564122,0.0395829,0.0300197,0.0247557,0.0498803,0.1757992,0.1633458,0.1390697,0.1237428,0.1130161,0.1182556,0.1145463,0.1235676,0.0320818,0.0144768,0.0306786
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IR","Iran","EUR m","-","National Bank of Kazakhstan",0.7385844,14.1693394,20.6578132,18.3660603,17.4764093,17.4451837,24.6692763,36.7733668,37.4184716,29.8237016,40.2822494,10.036315,7.1077783,14.7985527,9.7207958,9.53745,12.7937439,20.4662336,39.90163
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IR","Iran","in % of total","-","National Bank of Kazakhstan, wiiw",0.0052482,0.0862646,0.0957301,0.0735049,0.0574882,0.0418144,0.0492595,0.058932,0.0506861,0.0370247,0.0446315,0.0094526,0.0064877,0.0119392,0.0078864,0.0073077,0.0095914,0.0165844,0.029673
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IE","Ireland","EUR m","-","National Bank of Kazakhstan",140.9783908,72.0189723,82.2933323,1.4484323,1.3287634,0.9144852,0.324825,0.7557619,0.3666961,0.3088821,103.5781239,90.57203,17.5022014,17.2638448,17.5356519,9.2497612,7.8648905,4.9310036,-0.3251751
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IE","Ireland","in % of total","-","National Bank of Kazakhstan, wiiw",1.0017517,0.43846,0.3813543,0.0057969,0.0043709,0.0021919,0.0006486,0.0012112,0.0004967,0.0003835,0.1147614,0.0853044,0.0159754,0.0139282,0.0142265,0.0070873,0.0058963,0.0039957,-0.0002418
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IL","Israel","EUR m","-","National Bank of Kazakhstan",2.5214294,11.0709204,15.8047355,15.4365187,12.929025,44.3058904,12.2074266,79.0711192,84.8359868,12.9022334,10.6245353,-6.2505788,8.0503695,8.8314711,1.4005389,-5.0349901,3.3459629,7.9316139,161.3819344
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IL","Israel","in % of total","-","National Bank of Kazakhstan, wiiw",0.0179165,0.0674011,0.0732405,0.0617803,0.0425297,0.106197,0.0243757,0.1267172,0.1149167,0.0160175,0.0117717,-0.005887,0.0073481,0.0071251,0.0011362,-0.0038579,0.0025084,0.0064272,0.1200124
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IT","Italy","EUR m","-","National Bank of Kazakhstan",1221.8529973,1148.3044608,1032.3951554,608.1447283,242.4567159,164.0469178,68.2725061,41.5518056,57.1844728,73.1380194,75.80887,110.1219594,90.3128617,175.5463526,143.1399338,158.2620334,135.1720182,107.2898126,118.9369743
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IT","Italy","in % of total","-","National Bank of Kazakhstan, wiiw",8.6821341,6.9910123,4.7842065,2.4339262,0.7975552,0.3932049,0.1363261,0.0665898,0.0774607,0.0907974,0.0839939,0.1037173,0.0824342,0.1416281,0.116128,0.1212621,0.1013376,0.0869402,0.088448
"FDI by partner","KZ","Kazakhstan","FDI inward stock","JP","Japan","EUR m","-","National Bank of Kazakhstan",338.6117238,410.2736872,691.5235411,895.8880326,1055.9680947,1405.6266873,1519.1620677,2111.7082856,2618.4458957,2834.1639834,2963.9066416,4117.3393385,4892.8974208,5551.4383028,4994.2076235,5164.0766475,5276.9726025,4841.2719841,5123.2360894
"FDI by partner","KZ","Kazakhstan","FDI inward stock","JP","Japan","in % of total","-","National Bank of Kazakhstan, wiiw",2.406077,2.4977943,3.2045786,3.5855368,3.4735801,3.3691537,3.0334541,3.3841645,3.5468825,3.5184823,3.2839179,3.8778775,4.4660537,4.4788156,4.0517494,3.9567715,3.9561139,3.9230302,3.8099166
"FDI by partner","KZ","Kazakhstan","FDI inward stock","JE","Jersey","EUR m","-","National Bank of Kazakhstan",13.8394546,12.9728402,15.0479958,14.1119555,13.8037318,32.4218228,32.9516176,27.1372135,17.573561,11.112977,19.9850851,41.154646,6.9336686,24.7015361,12.5679715,0.1311651,0.5402692,0.3953352,1.2389307
"FDI by partner","KZ","Kazakhstan","FDI inward stock","JE","Jersey","in % of total","-","National Bank of Kazakhstan, wiiw",0.0983392,0.0789802,0.0697337,0.0564791,0.045407,0.077712,0.0657976,0.0434893,0.0238047,0.0137962,0.0221429,0.0387611,0.0063288,0.0199288,0.0101963,0.0001005,0.000405,0.0003204,0.0009213
"FDI by partner","KZ","Kazakhstan","FDI inward stock","KR","Korea Republic","EUR m","-","National Bank of Kazakhstan",41.7808293,33.4454545,47.6779699,195.3719303,258.0275871,641.0718101,633.4847925,738.4677334,823.8183083,804.9642091,858.4469895,1164.4398575,1360.6287096,0.0024069,1178.6083577,1151.0233958,1156.2561684,905.8803152,1054.837012
"FDI by partner","KZ","Kazakhstan","FDI inward stock","KR","Korea Republic","in % of total","-","National Bank of Kazakhstan, wiiw",0.2968825,0.2036199,0.2209437,0.7819205,0.8487752,1.5365883,1.2649388,1.1834477,1.1159241,0.9993255,0.951133,1.0967168,1.241931,1.9E-6,0.9561929,0.8819266,0.8668381,0.7340624,0.7844341
"FDI by partner","KZ","Kazakhstan","FDI inward stock","KW","Kuwait","EUR m","-","National Bank of Kazakhstan",.,.,.,.,0.2727067,.,.,4.8599795,5.3766618,6.396874,10.6720287,37.7170482,13.7667697,8.564572,6.581946,10.9793914,.,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","KW","Kuwait","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,0.0008971,.,.,0.0077885,0.0072831,0.0079414,0.0118243,0.0355234,0.0125658,0.0069098,0.0053399,0.0084125,.,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","KG","Kyrgyzstan","EUR m","-","National Bank of Kazakhstan",0.6353586,1.722812,1.0238738,1.4529919,2.2948269,3.3328534,3.4350596,3.9871915,3.4333273,-0.8776773,-83.5229432,-90.6054407,-1.091422,0.7516709,6.5509347,8.0710244,22.1731741,21.8186223,18.5325181
"FDI by partner","KZ","Kazakhstan","FDI inward stock","KG","Kyrgyzstan","in % of total","-","National Bank of Kazakhstan, wiiw",0.0045147,0.0104887,0.0047447,0.0058152,0.0075488,0.0079885,0.0068591,0.0063898,0.0046507,-0.0010896,-0.0925409,-0.0853359,-0.0009962,0.0006064,0.0053147,0.0061841,0.0166231,0.0176803,0.0137818
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LV","Latvia","EUR m","-","National Bank of Kazakhstan",0.3232807,0.4352908,0.5182571,-0.0311573,7.705328,11.5964359,0.535334,0.5685202,0.211972,0.7367969,2.9319237,-14.5575796,4.2446869,8.393634,8.7024507,11.6492077,15.3760341,22.2377184,40.9327832
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LV","Latvia","in % of total","-","National Bank of Kazakhstan, wiiw",0.0022971,0.0026501,0.0024016,-0.0001247,0.0253465,0.0277956,0.001069,0.0009111,0.0002871,0.0009147,0.0032485,-0.0137109,0.0038744,0.0067719,0.0070602,0.0089257,0.0115273,0.0180199,0.0304398
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LB","Lebanon","EUR m","-","National Bank of Kazakhstan",9.6416067,11.5385093,17.323271,43.5570787,8.0121231,4.2996353,3.3158641,2.2604907,0.8107542,0.7895329,0.7626307,41.8933537,43.1426317,49.089506,43.8475111,46.093157,42.4263029,38.2132133,41.1373041
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LB","Lebanon","in % of total","-","National Bank of Kazakhstan, wiiw",0.0685105,0.0702478,0.0802775,0.1743248,0.0263557,0.0103058,0.0066211,0.0036226,0.0010982,0.0009802,0.000845,0.0394569,0.039379,0.0396047,0.035573,0.0353171,0.0318067,0.0309653,0.0305919
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LR","Liberia","EUR m","-","National Bank of Kazakhstan",163.8577019,244.3339356,563.5249867,765.6811154,962.0990372,1341.3095422,1622.3909055,2244.1817989,2809.3669009,3045.4001983,0.0055284,0.0062435,0.0024685,0.0025788,0.0025144,0.0026233,0.002679,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LR","Liberia","in % of total","-","National Bank of Kazakhstan, wiiw",1.1643255,1.4875337,2.6114225,3.0644207,3.1648002,3.2149916,3.2395809,3.5964629,3.8054994,3.7807222,6.1E-6,5.9E-6,2.3E-6,2.1E-6,2.0E-6,2.0E-6,2.0E-6,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LI","Liechtenstein","EUR m","-","National Bank of Kazakhstan",21.8118446,17.3184077,29.3527351,10.0903901,37.7732878,41.9730343,48.4532998,47.3396886,42.7603204,53.0825274,67.1875476,148.453947,165.8415769,175.7312259,164.2066869,178.2778242,185.4263751,167.8964085,183.8119514
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LI","Liechtenstein","in % of total","-","National Bank of Kazakhstan, wiiw",0.1549887,0.1054365,0.1360231,0.0403839,0.1242543,0.1006054,0.0967513,0.0758653,0.0579221,0.0658995,0.0744417,0.13982,0.151374,0.1417773,0.1332192,0.1365984,0.139013,0.1360516,0.1366926
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LT","Lithuania","EUR m","-","National Bank of Kazakhstan",1.4067512,2.2256352,3.7171255,2.8292305,1.8448609,2.1137754,1.6554924,1.4956687,1.3283062,0.8844577,7.9748446,3.4383125,4.7120513,6.6997456,10.8589956,11.0274853,10.677121,12.3215055,18.3906606
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LT","Lithuania","in % of total","-","National Bank of Kazakhstan, wiiw",0.009996,0.0135499,0.0172255,0.0113232,0.0060686,0.0050665,0.0033057,0.0023969,0.0017993,0.001098,0.0088359,0.0032383,0.004301,0.0054053,0.0088098,0.0084494,0.0080046,0.0099845,0.0136763
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LU","Luxembourg","EUR m","-","National Bank of Kazakhstan",1.309927,5.5376623,16.9651259,18.3668202,59.7479943,36.9984891,39.3303169,33.957191,39.7315966,42.3703438,52.0039329,69.6910943,576.1057867,1742.3546113,2143.9375268,1401.8608662,1316.5855129,1170.7880496,1207.5475465
"FDI by partner","KZ","Kazakhstan","FDI inward stock","LU","Luxembourg","in % of total","-","National Bank of Kazakhstan, wiiw",0.009308,0.0337139,0.0786178,0.073508,0.1965395,0.0886819,0.0785346,0.0544188,0.0538194,0.0526008,0.0576188,0.0656379,0.5258478,1.4057051,1.7393545,1.074121,0.9870361,0.9487252,0.8979979
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MY","Malaysia","EUR m","-","National Bank of Kazakhstan",2.1797441,0.9770186,1.3938167,0.1003112,0.2120295,0.421907,0.367345,0.3578733,0.623538,1.0426656,1.2009688,0.9058762,55.388849,71.7702444,65.9820599,71.7892701,83.7620033,79.3322298,89.4836007
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MY","Malaysia","in % of total","-","National Bank of Kazakhstan, wiiw",0.0154886,0.0059482,0.0064591,0.0004015,0.0006975,0.0010113,0.0007335,0.0005735,0.0008446,0.0012944,0.0013306,0.0008532,0.0505569,0.0579031,0.0535306,0.0550057,0.0627959,0.0642853,0.0665449
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MT","Malta","EUR m","-","National Bank of Kazakhstan",0.0592148,.,.,.,.,0.2190807,0.2160853,0.3661784,0.4146605,0.406067,0.7723054,3.0410561,2.9894132,1.7559904,8.2775116,20.0953643,24.8459973,-2.4209838,1.7249897
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MT","Malta","in % of total","-","National Bank of Kazakhstan, wiiw",0.0004208,.,.,.,.,0.0005251,0.0004315,0.0005868,0.0005617,0.0005041,0.0008557,0.0028642,0.0027286,0.0014167,0.0067155,0.0153973,0.0186269,-0.0019618,0.0012828
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MH","Marshall Islands","EUR m","-","National Bank of Kazakhstan",.,0.5542067,12.2460366,10.7986477,11.8177452,13.5307064,14.5948209,12.3926835,11.6166839,3.0443726,4.1587596,4.5595551,-3.8373065,0.9077281,0.8917854,0.0183631,.,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MH","Marshall Islands","in % of total","-","National Bank of Kazakhstan, wiiw",.,0.0033741,0.0567492,0.0432185,0.0388742,0.0324318,0.0291429,0.0198602,0.0157357,0.0037794,0.0046078,0.0042944,-0.0035025,0.0007323,0.0007235,1.41E-5,.,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MU","Mauritius","EUR m","-","National Bank of Kazakhstan",0.1528382,1.2273292,1.2859518,2.4234263,2.8722834,11.8550925,21.6698726,19.1583005,13.0478817,16.5809445,15.4876662,16.5320151,11.4015147,11.983524,-4.3348815,.,.,.,-44.5988499
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MU","Mauritius","in % of total","-","National Bank of Kazakhstan, wiiw",0.001086,0.0074721,0.0059592,0.0096991,0.0094483,0.0284155,0.0432703,0.0307026,0.0176743,0.0205845,0.0171599,0.0155705,0.0104069,0.0096681,-0.0035168,.,.,.,-0.0331661
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MD","Moldova","EUR m","-","National Bank of Kazakhstan",12.4415056,13.1438735,13.731707,12.4021063,9.830395,25.3080606,34.8643212,3.9683163,4.0235997,4.8471896,3.8252744,12.8013446,11.7812848,9.4666076,8.3278002,8.1986918,8.5396554,4.1837059,6.3494047
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MD","Moldova","in % of total","-","National Bank of Kazakhstan, wiiw",0.0884057,0.0800214,0.0636339,0.0496359,0.0323368,0.060661,0.0696169,0.0063595,0.0054503,0.0060176,0.0042383,0.0120568,0.0107535,0.0076375,0.0067563,0.0062819,0.0064021,0.0033902,0.0047218
"FDI by partner","KZ","Kazakhstan","FDI inward stock","NL","Netherlands","EUR m","-","National Bank of Kazakhstan",1661.582762,2710.6277244,4731.4557928,6591.7529201,8112.3502774,11021.0607311,17734.5294787,25013.1397541,31069.2296865,33516.9655217,40832.110877,52736.1746489,54875.136819,60303.252205,52679.4390956,55281.0109762,53488.6465732,48272.3750668,52143.0636
"FDI by partner","KZ","Kazakhstan","FDI inward stock","NL","Netherlands","in % of total","-","National Bank of Kazakhstan, wiiw",11.8067267,16.5026196,21.9259665,26.3816147,26.6853694,26.4164363,35.412207,40.0853571,42.0856157,41.6097481,45.2407301,49.6690719,50.0879718,48.651743,42.7382883,42.3569093,40.1001093,39.1165768,38.7764144
"FDI by partner","KZ","Kazakhstan","FDI inward stock","AN","Netherlands Antilles","EUR m","This time serie is no longer being updated.","National Bank of Kazakhstan",70.7008482,125.2910785,412.5124453,4.0717209,3.5499596,4.5773731,99.507988,35.0549711,0.9128721,-0.2538861,.,.,.,.,.,.,.,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","AN","Netherlands Antilles","in % of total","This time serie is no longer being updated.","National Bank of Kazakhstan, wiiw",0.5023798,0.7627868,1.9116176,0.0162959,0.0116775,0.0109715,0.198697,0.0561781,0.0012366,-0.0003152,.,.,.,.,.,.,.,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MK","North Macedonia","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5968987,4.5998786,4.5997453,4.5999727
"FDI by partner","KZ","Kazakhstan","FDI inward stock","MK","North Macedonia","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0035222,0.0034485,0.0037273,0.0034208
"FDI by partner","KZ","Kazakhstan","FDI inward stock","NO","Norway","EUR m","-","National Bank of Kazakhstan",.,.,.,0.044836,0.4663285,1.7703134,3.1618162,6.7565569,12.1210844,-4.6241918,2.9593839,0.8366642,3.9173765,6.1099105,4.3390723,4.8531079,3.6232416,1.822968,2.420667
"FDI by partner","KZ","Kazakhstan","FDI inward stock","NO","Norway","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,0.0001794,0.001534,0.0042433,0.0063135,0.0108279,0.0164189,-0.0057407,0.0032789,0.000788,0.0035756,0.0049294,0.0035202,0.0037185,0.0027163,0.0014772,0.0018001
"FDI by partner","KZ","Kazakhstan","FDI inward stock","OM","Oman","EUR m","-","National Bank of Kazakhstan",.,10.5225861,15.5890057,18.7346278,25.1074248,41.4938837,56.0281359,72.5848548,90.3480322,120.8158626,165.633145,5.8330312,6.6625022,6.7423726,5.9608812,.,.,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","OM","Oman","in % of total","-","National Bank of Kazakhstan, wiiw",.,0.0640627,0.0722408,0.07498,0.0825902,0.0994569,0.1118767,0.1163225,0.1223832,0.1499873,0.1835165,0.0054938,0.0060813,0.0054396,0.004836,.,.,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","PK","Pakistan","EUR m","-","National Bank of Kazakhstan",5.8302553,5.2917561,6.9252635,6.1881343,5.6477559,5.9533412,10.9143999,12.1518363,22.9711106,22.8188571,21.9665517,21.6459702,14.181839,13.9505006,11.1800048,10.1137019,9.9096977,8.3554785,8.8859914
"FDI by partner","KZ","Kazakhstan","FDI inward stock","PK","Pakistan","in % of total","-","National Bank of Kazakhstan, wiiw",0.0414281,0.0322168,0.0320923,0.0247662,0.0185781,0.0142696,0.0217938,0.0194742,0.0311161,0.0283285,0.0243383,0.0203871,0.0129447,0.0112551,0.0090702,0.0077492,0.0074292,0.0067707,0.0066081
"FDI by partner","KZ","Kazakhstan","FDI inward stock","PA","Panama","EUR m","-","National Bank of Kazakhstan",3.0455602,23.1702428,43.0330378,54.4393191,168.0459637,179.0030622,19.5612981,67.4183425,72.1640847,88.6054814,96.1396376,74.3395365,35.5977141,19.4260196,9.5791495,22.0182443,41.709522,31.9427815,37.5759536
"FDI by partner","KZ","Kazakhstan","FDI inward stock","PA","Panama","in % of total","-","National Bank of Kazakhstan, wiiw",0.0216409,0.1410632,0.1994187,0.2178779,0.5527829,0.4290533,0.0390599,0.1080427,0.0977517,0.1099996,0.1065198,0.070016,0.0324923,0.0156726,0.0077715,0.0168706,0.0312694,0.0258842,0.0279435
"FDI by partner","KZ","Kazakhstan","FDI inward stock","PL","Poland","EUR m","-","National Bank of Kazakhstan",1.3643406,2.4686053,4.3179667,4.6424306,10.3205853,49.9306106,36.384586,38.651069,43.1711129,41.2259731,36.1749295,57.901436,9.9607306,64.3718276,58.3809306,72.0900753,71.2341522,66.6772082,75.439109
"FDI by partner","KZ","Kazakhstan","FDI inward stock","PL","Poland","in % of total","-","National Bank of Kazakhstan, wiiw",0.0096946,0.0150292,0.0200098,0.01858,0.0339493,0.1196789,0.0726525,0.0619411,0.0584785,0.0511801,0.0400807,0.0545339,0.0090918,0.0519342,0.0473638,0.0552362,0.0534038,0.0540306,0.0561006
"FDI by partner","KZ","Kazakhstan","FDI inward stock","PT","Portugal","EUR m","-","National Bank of Kazakhstan",2.3589888,12.6865613,18.4558524,21.2971218,27.383844,43.8323934,56.7314587,72.5863648,89.2471704,117.9575727,161.166838,0.0004108,3.2147025,3.3737365,19.8246235,18.3788506,19.826718,15.5515733,13.9881558
"FDI by partner","KZ","Kazakhstan","FDI inward stock","PT","Portugal","in % of total","-","National Bank of Kazakhstan, wiiw",0.0167623,0.0772373,0.085526,0.0852357,0.0900785,0.1050621,0.1132811,0.1163249,0.120892,0.1464388,0.1785679,4.0E-7,0.0029343,0.0027219,0.0160835,0.0140821,0.014864,0.0126019,0.0104024
"FDI by partner","KZ","Kazakhstan","FDI inward stock","RO","Romania","EUR m","-","National Bank of Kazakhstan",25.6263968,34.5957086,59.2481655,94.5615007,141.1134493,247.0170174,317.6070861,343.5266363,360.2997768,300.8436799,111.1729188,190.1696004,395.4565396,426.367786,352.2057717,89.7658811,90.8540945,78.169708,1.0026489
"FDI by partner","KZ","Kazakhstan","FDI inward stock","RO","Romania","in % of total","-","National Bank of Kazakhstan, wiiw",0.1820938,0.2106227,0.274561,0.3784555,0.4641891,0.5920763,0.634196,0.5505262,0.4880532,0.3734834,0.1231762,0.1791095,0.3609579,0.343987,0.2857409,0.0687796,0.0681128,0.0633433,0.0007456
"FDI by partner","KZ","Kazakhstan","FDI inward stock","RU","Russia","EUR m","-","National Bank of Kazakhstan",563.0693526,519.7518916,550.639345,542.3383317,651.1458958,767.2750114,741.0443984,926.762683,1271.3499743,1456.4471382,1488.0821757,2693.4424204,2940.0630357,4029.2673766,3703.3231521,4075.0532349,4384.8137443,3975.8878093,4741.4105016
"FDI by partner","KZ","Kazakhstan","FDI inward stock","RU","Russia","in % of total","-","National Bank of Kazakhstan, wiiw",4.001008,3.1643105,2.5517093,2.1705548,2.1419278,1.8390854,1.4797132,1.4852039,1.7221395,1.8081111,1.6487495,2.5367935,2.6835795,3.2507514,3.0044681,3.1223499,3.2872679,3.2217831,3.5259704
"FDI by partner","KZ","Kazakhstan","FDI inward stock","KN","Saint Kitts and Nevis","EUR m","-","National Bank of Kazakhstan",.,.,2.1025228,1.961387,4.2583152,0.166784,0.1652007,2.2046202,6.1796798,39.0479773,37.3542902,51.1577474,228.6255984,122.8057811,98.4928332,98.2190332,69.3649726,59.2010204,40.7538285
"FDI by partner","KZ","Kazakhstan","FDI inward stock","KN","Saint Kitts and Nevis","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,0.0097433,0.0078499,0.0140076,0.0003998,0.0003299,0.0035331,0.0083708,0.0484762,0.0413874,0.0481824,0.2086809,0.0990778,0.0799062,0.0752565,0.0520025,0.0479724,0.0303068
"FDI by partner","KZ","Kazakhstan","FDI inward stock","VC","Saint Vincent and Grenadines","EUR m","-","National Bank of Kazakhstan",0.0008002,0.000734,.,.,.,.,.,.,1.7050594,0.458803,1.0722221,0.6407758,5.6802324,6.1586217,5.6289761,6.1516421,6.5796749,6.2014641,6.9185429
"FDI by partner","KZ","Kazakhstan","FDI inward stock","VC","Saint Vincent and Grenadines","in % of total","-","National Bank of Kazakhstan, wiiw",5.7E-6,4.5E-6,.,.,.,.,.,.,0.0023096,0.0005696,0.001188,0.0006035,0.0051847,0.0049687,0.0045667,0.0047135,0.0049327,0.0050252,0.005145
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SA","Saudi Arabia","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83.0568312,78.4084001,73.045194,79.3228558
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SA","Saudi Arabia","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.063639,0.0587823,0.0591907,0.0589888
"FDI by partner","KZ","Kazakhstan","FDI inward stock","RS","Serbia","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,0.4593627,0.6378002,0.6863013,0.7086363,6.0849783,6.5899105,32.4702036,0.144232,0.6960446,1.3678512,1.8127014,2.8630873,3.3713533,6.6605799
"FDI by partner","KZ","Kazakhstan","FDI inward stock","RS","Serbia","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,0.001101,0.0012736,0.0010998,0.0009599,0.0075542,0.0073014,0.0305818,0.0001316,0.0005616,0.0011097,0.0013889,0.0021464,0.0027319,0.0049532
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SC","Seychelles","EUR m","-","National Bank of Kazakhstan",0.4457113,1.2442123,7.8606544,3.231235,22.9380429,19.5575457,38.8305324,9.0759381,6.1224319,5.9147165,6.8530785,11.824538,6.182384,0.4893468,0.0544794,0.7782461,0.1237886,0.4748261,0.2518569
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SC","Seychelles","in % of total","-","National Bank of Kazakhstan, wiiw",0.0031671,0.0075749,0.0364269,0.0129321,0.0754541,0.0468776,0.0775366,0.0145448,0.0082933,0.0073428,0.007593,0.0111368,0.005643,0.0003948,4.42E-5,0.0005963,9.28E-5,0.0003848,0.0001873
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SG","Singapore","EUR m","-","National Bank of Kazakhstan",0.3469666,0.6984252,3.6964542,13.1463618,19.4453586,34.9367419,-233.161681,-68.6301286,-68.8212709,-18.5705975,296.2664306,420.7638231,868.139126,503.9495896,298.3793165,301.3447696,464.6458554,505.8592244,562.8490697
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SG","Singapore","in % of total","-","National Bank of Kazakhstan, wiiw",0.0024654,0.0042521,0.0171297,0.0526146,0.063965,0.0837401,-0.4655759,-0.1099847,-0.0932236,-0.0230545,0.3282541,0.3962925,0.7924049,0.4065788,0.2420721,0.2308936,0.3483421,0.4099131,0.4185651
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SK","Slovakia","EUR m","-","National Bank of Kazakhstan",9.8296537,11.6530209,7.7275086,0.9917125,0.9728812,1.4197842,0.7486311,0.8357927,0.7186934,1.0336251,0.3104789,0.572755,1.2571114,2.8240642,3.7565621,4.2532462,3.3321749,4.0279602,4.5888223
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SK","Slovakia","in % of total","-","National Bank of Kazakhstan, wiiw",0.0698467,0.070945,0.0358099,0.003969,0.0032003,0.0034031,0.0014949,0.0013394,0.0009735,0.0012832,0.000344,0.0005394,0.0011474,0.0022784,0.0030477,0.0032589,0.0024981,0.003264,0.0034125
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SI","Slovenia","EUR m","-","National Bank of Kazakhstan",.,.,.,0.1352681,0.0074994,0.0077738,0.0076675,0.0083051,0.0085098,0.5597547,0.7832895,1.1392172,4.2077696,6.419322,5.7471544,6.7584992,6.9197677,7.1219838,10.9174041
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SI","Slovenia","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,0.0005414,2.47E-5,1.86E-5,1.53E-5,1.33E-5,1.15E-5,0.0006949,0.0008679,0.001073,0.0038407,0.005179,0.0046626,0.0051784,0.0051877,0.0057712,0.0081188
"FDI by partner","KZ","Kazakhstan","FDI inward stock","ES","Spain","EUR m","-","National Bank of Kazakhstan",11.3236266,16.4940711,5.5424018,8.5317676,10.4583022,18.7822827,18.2675743,25.4301429,33.7422274,31.6295321,25.883245,52.8225076,40.2791564,49.705817,48.7565213,54.1143387,63.4828611,63.4669153,36.3439786
"FDI by partner","KZ","Kazakhstan","FDI inward stock","ES","Spain","in % of total","-","National Bank of Kazakhstan, wiiw",0.0804624,0.1004178,0.025684,0.034146,0.0344023,0.0450193,0.0364766,0.0407536,0.0457064,0.0392666,0.0286778,0.0497504,0.0367653,0.0401019,0.0395557,0.041463,0.0475927,0.0514292,0.0270274
