"Tree Level 1","Country-Code","Country","Direction","Classification","Digit","Industry/Product","Unit","Footnotes","Sources",_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","Total by activities","in % of total","Equity + reinvestment of earnings + debt instruments - valid for all activities. Based on BPM5, directional principle.","National Bank of Kazakhstan, wiiw",100,100,100,100,100,100,100,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","A  Agriculture, hunting and forestry","EUR m","-","National Bank of Kazakhstan",2.7495387,3.3249245,0.7416091,0.8427666,-2.2839655,0.3654963,27.6956641,-30.9110915,10.6900113,-3.8452694,4.6470938,0.0158034,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","A  Agriculture, hunting and forestry","in % of total","-","National Bank of Kazakhstan, wiiw",0.202729,0.1058201,0.0270249,0.0454589,-0.0682671,0.0230824,0.5537256,-0.3805378,0.1098468,-0.0404908,0.0573079,0.0001704,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","B  Fishing","EUR m","-","National Bank of Kazakhstan",.,0.7758157,1.0594415,0.1798966,0.1255457,.,.,12.05629,14.7052209,8.4621743,5.1207646,1.0789439,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","B  Fishing","in % of total","-","National Bank of Kazakhstan, wiiw",.,0.0246914,0.0386071,0.0097036,0.0037525,.,.,0.1484216,0.1511058,0.089107,0.0631492,0.011634,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","C  Mining and quarrying","EUR m","-","National Bank of Kazakhstan",1094.8451563,2152.5561027,1726.2540227,786.9818626,1593.2518069,-712.1402447,-716.1955021,781.9420551,-10.2184331,136.609612,-366.3169045,-140.499759,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","C  Mining and quarrying","in % of total","-","National Bank of Kazakhstan, wiiw",80.7251462,68.5079365,62.9063393,42.4498566,47.6218609,-44.9741782,-14.3190564,9.6262703,-0.1050011,1.4385048,-4.5174135,-1.5149711,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","D  Manufacturing","EUR m","-","National Bank of Kazakhstan",-153.6569122,238.6187462,52.6542438,178.3200259,91.5606178,-59.5710792,354.795925,-475.1068077,968.6800079,1009.4047185,1048.3176478,1384.7282419,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","D  Manufacturing","in % of total","-","National Bank of Kazakhstan, wiiw",-11.3294347,7.5943563,1.9187707,9.6185946,2.7367218,-3.7621246,7.0935141,-5.8489073,9.9538199,10.6290731,12.9278345,14.9311524,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","E  Electricity, gas and water supply","EUR m","-","National Bank of Kazakhstan",39.9740625,24.1611178,-47.0392038,-52.0220081,0.1263504,0.0867552,5.5177819,-63.5667398,60.5189725,-408.7007852,-164.4081704,95.2379904,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","E  Electricity, gas and water supply","in % of total","-","National Bank of Kazakhstan, wiiw",2.9473684,0.7689594,-1.7141533,-2.8060707,0.0037766,0.0054789,0.1103182,-0.7825524,0.621872,-4.303636,-2.0274786,1.0269257,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","F  Construction","EUR m","-","National Bank of Kazakhstan",6.6623438,29.1485045,39.1993365,14.8463401,99.5054053,-29.3039681,172.1458722,160.8520802,175.4658128,331.6240033,368.2680664,103.7028872,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","F  Construction","in % of total","-","National Bank of Kazakhstan, wiiw",0.4912281,0.9276896,1.4284611,0.8008126,2.9741894,-1.8506494,3.4417508,1.9802051,1.8030259,3.4920143,4.5414752,1.1182004,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","G  Wholesale, retail trade, repair of motor vehicles etc.","EUR m","-","National Bank of Kazakhstan",19.6697768,20.2820393,47.2510921,60.4275196,72.7601538,121.6845668,426.0355402,634.5803374,402.0380609,375.2895396,591.9212235,141.8732215,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","G  Wholesale, retail trade, repair of motor vehicles etc.","in % of total","-","National Bank of Kazakhstan, wiiw",1.4502924,0.6455026,1.7218748,3.2594646,2.1747811,7.6848113,8.5178236,7.8121414,4.1312037,3.9518142,7.299562,1.5297808,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","H  Hotels and restaurants","EUR m","-","National Bank of Kazakhstan",4.4415625,-1.8841239,-13.6667957,-2.062164,13.1299846,-6.1033868,-16.8951199,36.4187186,16.8259636,14.0787631,8.6691532,2.6779646,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","H  Hotels and restaurants","in % of total","-","National Bank of Kazakhstan, wiiw",0.3274854,-0.0599647,-0.498031,-0.1112333,0.3924516,-0.3854505,-0.3377879,0.4483407,0.1728978,0.14825,0.1069078,0.0288758,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","I  Transport, storage and communication","EUR m","-","National Bank of Kazakhstan",70.9592485,155.7172961,73.6311861,-16.6532814,25.7915873,-0.3044464,154.6349213,37.8549827,5.5468194,96.084403,291.0469369,133.4370583,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","I  Transport, storage and communication","in % of total","-","National Bank of Kazakhstan, wiiw",5.2319688,4.9559083,2.6831905,-0.8982792,0.7709035,-0.0192269,3.0916505,0.4660221,0.0569972,1.0117727,3.5891856,1.4388159,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","J  Financial intermediation","EUR m","-","National Bank of Kazakhstan",30.5621801,44.8864804,6.4625933,29.3913756,5.4821609,86.7832838,335.1227939,2118.8716015,1216.6879982,380.2227003,55.5512588,146.37361,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","J  Financial intermediation","in % of total","-","National Bank of Kazakhstan, wiiw",2.2534113,1.4285714,0.235503,1.5853729,0.1638603,5.4806717,6.7001848,26.0848368,12.502264,4.0037606,0.6850571,1.5783073,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","K  Real estate, renting and business activities","EUR m","-","National Bank of Kazakhstan",240.055878,471.3634592,848.9304949,852.2435483,1428.1793708,2218.0629709,4210.763082,4877.1809768,5216.8050153,7675.740653,6184.5536868,7348.8190962,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","K  Real estate, renting and business activities","in % of total","-","National Bank of Kazakhstan, wiiw",17.6998051,15.0017637,30.9358351,45.9700765,42.6878909,140.0785308,84.1867255,60.0416135,53.6060796,80.8258637,76.2678056,79.240341,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","M-N  Education, health and social work","EUR m","-","National Bank of Kazakhstan",.,3.1032628,8.7933647,9.8358221,18.7087191,3.5834704,1.1862514,-8.681873,43.8893866,2.687816,47.3249011,-9.8117808,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","M-N  Education, health and social work","in % of total","-","National Bank of Kazakhstan, wiiw",.,0.0987654,0.3204386,0.5305449,0.5591985,0.2263088,0.023717,-0.1068801,0.4509921,0.0283028,0.5836098,-0.1057978,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","O  Other community, social and personal services","EUR m","-","National Bank of Kazakhstan",.,.,.,-8.3966497,-0.6993538,-39.6768338,46.8613123,41.5376924,1610.106507,-121.015546,34.3030981,66.457054,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 1-letter","O  Other community, social and personal services","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,-0.4529159,-0.0209035,-2.5057326,0.9369087,0.5113589,16.5448962,-1.2742987,0.4230252,0.7165886,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","D  Manufacturing","EUR m","Equity + reinvestment of earnings + debt instruments - valid for all industries. Based on BPM5, directional principle.","National Bank of Kazakhstan",-153.6569122,238.6187462,52.6542438,178.3200259,91.5606178,-59.5710792,354.795925,-475.1068077,968.6800079,1009.4047185,1048.3176478,1384.7282419,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","D  Manufacturing","in % of total manufacturing","Equity + reinvestment of earnings + debt instruments - valid for all industries. Based on BPM5, directional principle.","National Bank of Kazakhstan, wiiw",100,100,100,100,100,100,100,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DA  Food products, beverages and tobacco","EUR m","-","National Bank of Kazakhstan",23.8998363,56.1912236,18.9640033,-0.7381962,-8.7568105,18.9246761,20.175834,21.4833255,36.5819634,35.4687014,-0.3396272,41.6140474,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DA  Food products, beverages and tobacco","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",-15.5540261,23.5485369,36.0160966,-0.4139727,-9.5639487,-31.7682277,5.6866025,-4.5217886,3.7764755,3.5138236,-0.0323974,3.005214,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DB  Textiles and textile products","EUR m","-","National Bank of Kazakhstan",0.8460119,0.4433233,0.5297208,0.2463608,0.3943422,-1.5704292,3.1365156,1.5224692,-1.4011444,-0.3621524,7.6299392,-0.3318722,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DB  Textiles and textile products","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",-0.550585,0.1857873,1.0060363,0.1381566,0.4306898,2.6362275,0.8840337,-0.3204478,-0.1446447,-0.0358778,0.727827,-0.0239666,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DC  Leather and leather products","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,1.8458996,0.2103988,1.7687579,-0.8627115,10.33792,-0.5057101,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DC  Leather and leather products","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,0.5202708,-0.0442845,0.1825947,-0.0854674,0.9861438,-0.0365205,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DD-DE  Wood, pulp, paper, publishing","EUR m","-","National Bank of Kazakhstan",0.211503,1.9949547,2.4367155,2.8969549,2.6428973,0.9310115,2.8600689,48.3464316,57.0201887,-6.8744409,0.5090642,2.3087388,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DD-DE  Wood, pulp, paper, publishing","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",-0.1376463,0.8360427,4.6277666,1.6245819,2.8865001,-1.5628582,0.8061166,-10.175908,5.8863803,-0.6810391,0.0485601,0.1667287,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DF  Coke, refined petroleum products and nuclear fuel","EUR m","-","National Bank of Kazakhstan",-47.7996726,151.5057251,69.7112524,174.4447173,13.5605419,38.0847158,-13.2805983,-141.2608829,29.2351288,19.0814858,-7.1607868,8.2479586,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DF  Coke, refined petroleum products and nuclear fuel","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",31.1080523,63.4928008,132.3943663,97.8267676,14.8104526,-63.9315525,-3.7431654,29.7324477,3.0180378,1.8903702,-0.6830741,0.5956373,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DG  Chemicals, chemical products and man-made fibres","EUR m","-","National Bank of Kazakhstan",3.8070536,1.8841239,7.9458114,-0.2871255,15.0220222,-7.3798124,8.2081587,2.7110763,12.7659066,3.7348308,2.2177429,1.1392843,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DG  Chemicals, chemical products and man-made fibres","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",-2.4776325,0.7895959,15.0905432,-0.161017,16.4066414,12.3882469,2.3134873,-0.5706246,1.3178662,0.3700033,0.2115526,0.0822749,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DH  Rubber and plastic products","EUR m","-","National Bank of Kazakhstan",0.7402604,1.7732931,0.4237766,3.9754481,0.3589319,5.2093266,3.0687981,14.3553353,0.6000051,-2.1922768,6.3482419,-2.3891927,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DH  Rubber and plastic products","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",-0.4817619,0.7431491,0.804829,2.2293896,0.3920156,-8.7447242,0.8649474,-3.0214964,0.0619405,-0.2171851,0.6055647,-0.1725387,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DI  Other non-metallic mineral products","EUR m","-","National Bank of Kazakhstan",2.8552902,10.4180967,6.6744816,14.9314143,-3.0501159,2.0106314,18.8047536,27.4994164,84.2976565,42.046249,-16.1228778,10.7750723,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DI  Other non-metallic mineral products","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",-1.8582244,4.3660009,12.6760563,8.3733805,-3.3312531,-3.3751804,5.3001605,-5.7880493,8.7023223,4.16545,-1.5379764,0.7781362,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DJ  Basic metals and fabricated metal products","EUR m","-","National Bank of Kazakhstan",-144.8795387,12.5238822,-55.8325684,-18.1872761,68.5704695,-108.728325,291.2235251,-463.5180706,719.7193482,911.7813472,1069.8655238,1279.7136693,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DJ  Basic metals and fabricated metal products","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",94.2876807,5.2484905,-106.0362174,-10.1992337,74.8907895,182.5186424,82.0819814,97.5608143,74.2989782,90.3286195,102.055472,92.4162323,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DK  Machinery and equipment n.e.c.","EUR m","-","National Bank of Kazakhstan",3.8070536,-1.3299698,-0.6356649,0.9872156,1.0341422,-2.6171143,-0.2397996,0.0007306,0.7080468,5.891251,1.3502251,6.5727941,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DK  Machinery and equipment n.e.c.","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",-2.4776325,-0.5573618,-1.2072434,0.5536202,1.1294618,4.3932632,-0.067588,-0.0001538,0.073094,0.5836362,0.1287992,0.4746631,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DL  Electrical and optical equipment","EUR m","-","National Bank of Kazakhstan",2.5380357,2.2166163,1.6951064,-0.5361449,1.806731,-2.7858049,7.5413404,3.985158,10.5629434,4.8585789,-6.854294,9.1315146,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DL  Electrical and optical equipment","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",-1.651755,0.9289364,3.2193158,-0.3006644,1.9732621,4.6764385,2.1255431,-0.838792,1.0904471,0.4813311,-0.6538375,0.6594445,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DM  Transport equipment","EUR m","-","National Bank of Kazakhstan",0.3172545,-0.6649849,1.0594415,0.2162303,0.2092428,0.4024476,12.6966344,7.9593577,14.7133749,-1.3482108,-18.9099292,20.8978935,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DM  Transport equipment","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",-0.2064694,-0.2786809,2.0120724,0.1212597,0.2285293,-0.6755755,3.5785739,-1.6752776,1.5189097,-0.1335649,-1.8038358,1.5091693,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DN  Manufacturing n.e.c.","EUR m","-","National Bank of Kazakhstan",.,1.6624622,-0.3178325,0.3704274,-0.2317766,-2.0524024,-1.2452055,1.5984465,2.1078321,-1.8179332,-0.5534944,7.554044,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inflow","NACE Rev. 1","NACE 2-letter - Manufacturing","DN  Manufacturing n.e.c.","in % of total manufacturing","-","National Bank of Kazakhstan, wiiw",.,0.6967023,-0.6036218,0.2077318,-0.2531401,3.4453,-0.3509639,-0.3364394,0.2175984,-0.1800995,-0.0527983,0.5455254,.,.,.,.,.,.,.,.,.,.
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","Total by activities","EUR m","Equity + reinvestment of earnings + debt instruments - valid for all activities. From 2013 based on BPM6, directional principle. In 2011-2021 unrevised data.","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,62399.6929683,73823.8702086,80550.7532784,90255.1987139,106175.0755356,109557.5141664,123948.8033702,123260.5261764,130512.381323,133387.7823903,123406.4406092,134471.0808849
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","Total by activities","in % of total","Equity + reinvestment of earnings + debt instruments - valid for all activities. From 2013 based on BPM6, directional principle. In 2011-2021 unrevised data.","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,100,100,100,100,100,100,100,100,100,100,100,100
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","A  Agriculture, forestry and fishing","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,9.7720545,14.9912161,28.316206,15.5460856,126.5593122,79.1368833,167.5367251,168.500382,184.194436,204.5520559,258.1279887,168.6316612
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","A  Agriculture, forestry and fishing","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.0156604,0.0203067,0.0351532,0.0172246,0.1191987,0.0722332,0.1351661,0.1367026,0.1411318,0.1533514,0.209169,0.1254037
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","B  Mining and quarrying","EUR m","From 2016 reclassification of a FDI activity from NACE M (geological exploration) to NACE B (extraction of crude petroleum).","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,12187.1064437,12975.4847446,13230.9209174,14781.8860754,19998.7998406,17468.3987956,93200.4879353,89028.2077673,98784.146695,101428.897614,94526.9596423,102395.0833718
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","B  Mining and quarrying","in % of total","From 2016 reclassification of a FDI activity from NACE M (geological exploration) to NACE B (extraction of crude petroleum).","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,19.5307154,17.5762727,16.4255707,16.3778777,18.8356822,15.9445009,75.1927291,72.2276714,75.689483,76.0406207,76.5980764,76.1465459
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","C  Manufacturing","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,6546.2376254,8440.0206459,9004.76446,12836.685949,10699.1171817,6728.0047875,6228.935033,5849.5341952,6472.8694857,7414.0095545,6454.7837478,8252.7449887
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","C  Manufacturing","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,10.490817,11.4326445,11.1789947,14.2226555,10.0768633,6.1410711,5.0254096,4.7456671,4.9595827,5.5582374,5.230508,6.1371894
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","D  Electricity, gas, steam, air conditioning supply","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,322.7428059,428.413185,599.6622983,852.2915367,1319.110428,741.1696755,888.7293153,597.5477121,899.4964954,1089.7885834,865.9947036,512.030301
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","D  Electricity, gas, steam, air conditioning supply","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.5172186,0.580318,0.7444528,0.944313,1.2423918,0.676512,0.7170132,0.4847843,0.689204,0.8170078,0.7017419,0.3807735
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","E  Water supply, sewerage, waste manag., remediation","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,5.462475,11.549379,9.9218973,3.7468561,31.9747361,72.2889164,188.0880016,27.6692504,33.7141468,20.905265,7.2403398,19.8614217
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","E  Water supply, sewerage, waste manag., remediation","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.008754,0.0156445,0.0123176,0.0041514,0.0301151,0.0659826,0.1517465,0.0224478,0.0258321,0.0156725,0.0058671,0.01477
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","F  Construction","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,570.6402664,539.9011683,1161.9822514,1607.7112915,2680.8647718,2289.9753892,3031.9942458,3589.0785982,969.7124054,1063.3800866,864.3469955,1453.3047669
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","F  Construction","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.9144921,0.7313369,1.4425467,1.7812949,2.5249474,2.0902039,2.4461666,2.9117826,0.7430041,0.7972095,0.7004067,1.0807564
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","G  Wholesale, retail trade, repair of motor vehicles etc.","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,2418.7620478,2532.0835558,2977.2366883,3165.9590995,4367.5949193,3231.9795157,3574.0467634,3212.9849807,3380.6275521,3852.1044203,3437.9715237,4380.8611672
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","G  Wholesale, retail trade, repair of motor vehicles etc.","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,3.8762403,3.4298981,3.6961004,3.5077859,4.1135783,2.95003,2.8834863,2.6066617,2.5902734,2.887899,2.7858931,3.2578463
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","H  Transportation and storage","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,285.2914429,370.8055418,403.5341873,695.6137522,1159.9209729,1830.3613327,2210.4028942,8180.5237375,8348.5464212,6442.8395791,5263.4282098,4495.4053092
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","H  Transportation and storage","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.4572001,0.5022841,0.5009689,0.7707188,1.0924607,1.6706853,1.7833193,6.636775,6.3967467,4.8301572,4.2651163,3.3430276
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","I  Accommodation and food service activities","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,122.8547252,130.5089881,121.0539279,128.1943384,277.5900816,299.633697,324.5693517,341.5725806,263.3167957,382.0942426,402.3769706,519.0361974
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","I  Accommodation and food service activities","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.1968835,0.1767843,0.1502828,0.1420354,0.2614456,0.2734944,0.2618576,0.2771143,0.2017562,0.2864537,0.3260583,0.3859835
"FDI by activities","KZ","Kazakhstan","FDI inward stock","NACE Rev. 2","NACE 1-letter","J  Information and communication","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,394.3657819,541.939658,774.2628302,1118.3272678,1753.2939356,1190.4692235,1521.1413246,1528.1643451,914.2355851,672.4004484,638.3015576,789.8799943
