Tree Level 1,Country-Code,Country,Direction,Classification,Digit,Industry/Product,Unit,Footnotes,Sources,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 1-letter,P  Education,in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.0076735,0.003864,0.0044187,0.0081364,0.017717,0.0204604,0.0228341,0.0286867,0.0314897,0.0253767,0.0346846,0.0445792
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 1-letter,S  Other service activities,EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,27.2149793,27.9207339,27.1997101,26.2847973,29.6943958,62.8900745,79.9790337,137.0614861,31.1642802,90.8977715,83.8983105,126.6817601
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 1-letter,S  Other service activities,in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.2223463,0.1811126,0.1720951,0.1528307,0.1328913,0.2884014,0.4039211,0.7993256,0.2130746,0.652248,0.7272861,0.9137695
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 1-letter,T  Activities of househ. as employers and for own use,EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,305.8080008,304.9077824,414.0633017,302.4604396,960.3252896,1099.62724,1648.371036,1507.552629,1156.064962,1304.634,1244.135883,1256.871563
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 1-letter,T  Activities of househ. as employers and for own use,in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,2.4984505,1.9778367,2.6198164,1.7586298,4.2977423,5.0426715,8.3248303,8.7918597,7.9041784,9.3615594,10.7849939,9.0659531
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,C  Manufacturing,EUR m,"Equity + reinvestment of earnings + debt instruments - valid for all industries. From 2013 based on BPM6, directional principle. In 2011-2021 unrevised data.",National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,1955.287463,2579.824444,2748.24879,2660.187705,286.6522366,291.668572,639.4509089,211.0003585,131.0045312,85.5310589,92.2073269,237.6668525
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,C  Manufacturing,in % of total manufacturing,"Equity + reinvestment of earnings + debt instruments - valid for all industries. From 2013 based on BPM6, directional principle. In 2011-2021 unrevised data.","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,100,100,100,100,100,100,100,100,100,100,100,100
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CA  Food products, beverages and tobacco products",EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,113.4647042,173.7551421,147.0429706,143.6333007,157.2344893,173.3283573,178.6799621,86.0635243,89.6852059,3.1259796,2.3504918,1.4623276
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CA  Food products, beverages and tobacco products",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,5.8029679,6.7351537,5.3504243,5.3993671,54.8520016,59.4264772,27.9427177,40.7883308,68.4596213,3.6547888,2.5491378,0.6152846
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CB  Textiles, apparel, leather, related products",EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,0.7157466,0.6676344,0.6539261,0.6219688,0.6895733,0.7674211,0.7157678,0.6281052,0.6553007,0.6692194,0.610854,0.6100849
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CB  Textiles, apparel, leather, related products",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.0366057,0.0258791,0.0237943,0.0233806,0.2405609,0.2631141,0.1119348,0.2976797,0.5002122,0.7824285,0.6624788,0.2566975
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,CC  Wood and paper products and printing,EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,8.8056456,0.1980468,0.192863,2.5128114,2.8374866,3.1578179,3.2244893,1.5564337,1.3702378,1.556511,1.2031232,1.1858337
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,CC  Wood and paper products and printing,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.4503504,0.0076768,0.0070177,0.0944599,0.9898707,1.0826734,0.5042591,0.7376451,1.0459469,1.8198196,1.3048022,0.4989479
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,CD  Coke and refined petroleum products,EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,0.0898458,0.0912872,0.087391,0.0829263,.,.,119.6212924,-194.0395897,-149.6733441,-136.7256091,-110.888667,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,CD  Coke and refined petroleum products,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.004595,0.0035385,0.0031799,0.0031173,.,.,18.7068766,-91.9617346,-114.2505093,-159.8549239,-120.2601471,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,CE  Chemicals and chemical products,EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,9.0706531,9.0204139,11.1604394,8.5654106,9.7274693,8.4458373,6.3744791,7.4712169,8.1649036,10.6228262,15.6786838,24.6000396
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,CE  Chemicals and chemical products,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.4639038,0.3496522,0.4060928,0.3219852,3.3934741,2.8956967,0.9968676,3.5408551,6.2325353,12.4198465,17.0037288,10.3506397
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CF  Pharmaceuticals, medicinal chem. & botan. products",EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,0.00302,0.0015472,0.0015067,0.0368076,0.0131441,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CF  Pharmaceuticals, medicinal chem. & botan. products",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.0001545,6.00E-05,5.48E-05,0.0013836,0.0045854,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CG  Rubber, plastics, other non-metall. mineral products",EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,9.2171244,33.1712956,32.3158532,30.6955291,32.4008848,35.3343737,34.3033698,30.151649,31.9177099,32.7233453,29.669702,38.3557985
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CG  Rubber, plastics, other non-metall. mineral products",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.4713948,1.2857966,1.1758707,1.1538858,11.3032032,12.1145633,5.364504,14.2898568,24.3638213,38.2590204,32.1771631,16.138472
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CH  Basic metals, fabricated met.prod., ex mach. & equip.",EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,1812.669677,2361.552864,2555.394077,2472.778275,39.1824942,25.967046,71.8824233,74.5713276,73.2916349,96.263466,107.5045978,121.62533
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CH  Basic metals, fabricated met.prod., ex mach. & equip.",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,92.7060451,91.5392855,92.9826326,92.9550298,13.669,8.902929,11.2412731,35.3418014,55.9458778,112.5479647,116.5900817,51.1747131
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CI  Computer, electronic, optical products",EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,0.005285,0.0054153,0.0052736,.,.,-15.9728539,.,.,.,0.0915153,0.1225784,0.1479991
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CI  Computer, electronic, optical products",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.0002703,0.0002099,0.0001919,.,.,-5.4763713,.,.,.,0.1069966,0.1329378,0.0622717
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,CK  Machinery and equipment n.e.c.,EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0053223,0.016547,-0.1953086
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,CK  Machinery and equipment n.e.c.,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0062227,0.0179454,-0.0821775
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CM  Other manufacturing, repair, install.of mach. & equip.",EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,.,.,.,1.2457614,1.3607983,1.3944899,1.2606757,44.5666949,60.6405726,224.6491252,204.5976915,75.5928824,77.1984828,45.9394159,49.8747477
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 2,NACE 2-letter - Manufacturing,"CM  Other manufacturing, repair, install.of mach. & equip.",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,0.0637124,0.0527477,0.050741,0.0473905,15.5473041,20.7909176,35.1315671,96.9655658,57.7024945,90.2578359,49.8218715,20.9851509
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,Total by activities,EUR m,"Equity + reinvestment of earnings + debt instruments - valid for all activities. Based on BPM5, directional principle.",National Bank of Kazakhstan,.,.,.,240.3952071,-713.2492942,-962.2189275,-765.0283329,1473.3648,2298.705608,4937.477819,12273.09569,15413.59586,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,Total by activities,in % of total,"Equity + reinvestment of earnings + debt instruments - valid for all activities. Based on BPM5, directional principle.","National Bank of Kazakhstan, wiiw",.,.,.,100,100,100,100,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,"A  Agriculture, hunting and forestry",EUR m,-,National Bank of Kazakhstan,.,.,.,3.048761,2.796725,4.639876,2.6202489,10.6621505,10.852975,10.0779406,10.91589,8.3202874,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,"A  Agriculture, hunting and forestry",in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,1.2682287,-0.3921104,-0.4822059,-0.3425035,0.7236599,0.4721342,0.2041111,0.0889416,0.0539802,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,C  Mining and quarrying,EUR m,-,National Bank of Kazakhstan,.,.,.,194.5717687,-714.0897798,-705.7541233,-605.0799186,-333.2598682,-199.9061874,11.3772407,-110.6326733,498.6525021,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,C  Mining and quarrying,in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,80.9382895,100.117839,73.3465226,79.0924849,-22.618965,-8.6964676,0.2304262,-0.9014244,3.2351471,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,D  Manufacturing,EUR m,-,National Bank of Kazakhstan,.,.,.,1.3683416,129.5023151,202.2037048,191.055511,204.5266217,168.7825944,225.3428357,1967.328313,2567.075954,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,D  Manufacturing,in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,0.569205,-18.1566692,-21.0143138,-24.9736517,13.8816009,7.3425059,4.563926,16.0296014,16.6546209,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,F  Construction,EUR m,-,National Bank of Kazakhstan,.,.,.,2.2725673,-216.676454,-498.5936894,-414.0684837,-323.0490473,-331.5114945,-321.9720096,-107.4835394,-99.8906398,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,F  Construction,in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,0.9453463,30.3787828,51.8170736,54.1245946,-21.9259376,-14.4216595,-6.5209814,-0.8757655,-0.6480684,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,"G  Wholesale, retail trade, repair of motor vehicles etc.",EUR m,-,National Bank of Kazakhstan,.,.,.,9.9568854,28.2601355,22.6052802,82.4276508,493.930479,437.3656327,2203.626964,2524.708393,3875.72913,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,"G  Wholesale, retail trade, repair of motor vehicles etc.",in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,4.1418818,-3.962168,-2.3492866,-10.7744573,33.5239772,19.0266049,44.63062,20.5710805,25.1448732,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,H  Hotels and restaurants,EUR m,-,National Bank of Kazakhstan,.,.,.,.,4.4042914,9.522448,9.8031355,23.2455197,24.1667208,23.8363022,40.068972,40.6197128,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,H  Hotels and restaurants,in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,-0.6174968,-0.9896342,-1.2814082,1.5777165,1.0513187,0.4827627,0.3264781,0.2635317,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,"I  Transport, storage and communication",EUR m,-,National Bank of Kazakhstan,.,.,.,1.6964235,3.4390175,-129.3628768,-425.6293442,-336.5971166,-55.2846601,13.2111778,-326.7043272,-50.5297901,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,"I  Transport, storage and communication",in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,0.7056811,-0.4821621,13.4442249,55.6357622,-22.8454702,-2.4050344,0.2675694,-2.6619553,-0.3278261,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,J  Financial intermediation,EUR m,-,National Bank of Kazakhstan,.,.,.,9.3151252,25.0185771,65.2388808,172.8551161,779.356909,1344.881971,1066.372701,1014.355565,946.5570531,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,J  Financial intermediation,in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,3.8749213,-3.5076904,-6.7800455,-22.5946032,52.896398,58.5060552,21.5975188,8.2648713,6.1410528,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,"K  Real estate, renting and business activities",EUR m,-,National Bank of Kazakhstan,.,.,.,9.7400313,16.3839639,58.0431124,187.2604057,826.3592736,488.5188549,1431.29132,6951.149344,7318.691914,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,"K  Real estate, renting and business activities",in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,4.0516745,-2.297088,-6.0322148,-24.4775778,56.0865356,21.2519103,28.9883089,56.6372944,47.482054,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,"M-N  Education, health and social work",EUR m,-,National Bank of Kazakhstan,.,.,.,-0.0416104,-0.0565217,-0.0421347,0.0440761,2.4345891,2.4869192,2.4807989,3.5817528,3.3033591,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,"M-N  Education, health and social work",in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,-0.0173092,0.0079245,0.0043789,-0.0057614,0.1652401,0.1081878,0.0502443,0.0291838,0.0214315,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,Other not elsewhere classified activities (A-Q),EUR m,-,National Bank of Kazakhstan,.,.,.,8.4821173,7.7684359,9.2814373,33.6817496,125.7539257,408.3515749,271.8332443,305.8080008,305.0679218,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 1-letter,Other not elsewhere classified activities (A-Q),in % of total,-,"National Bank of Kazakhstan, wiiw",.,.,.,3.5284053,-1.0891614,-0.9645869,-4.40268,8.535152,17.7644137,5.5055082,2.4916941,1.9792132,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,D  Manufacturing,EUR m,"Equity + reinvestment of earnings + debt instruments - valid for all industries. Based on BPM5, directional principle.",National Bank of Kazakhstan,.,.,.,1.3683416,129.5023151,202.2037048,191.055511,204.5266217,168.7825944,225.3428357,1967.328313,2567.075954,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,D  Manufacturing,in % of total manufacturing,"Equity + reinvestment of earnings + debt instruments - valid for all industries. Based on BPM5, directional principle.","National Bank of Kazakhstan, wiiw",.,.,.,100,100,100,100,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,"DA  Food products, beverages and tobacco",EUR m,-,National Bank of Kazakhstan,.,.,.,0.1816453,9.8325805,20.0721405,84.9741862,89.8091364,90.3686666,113.0767521,121.6557742,182.0352013,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,"DA  Food products, beverages and tobacco",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,13.2748504,7.5925905,9.9266927,44.4761765,43.9107318,53.5414608,50.1798745,6.1838064,7.0911498,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DB  Textiles and textile products,EUR m,-,National Bank of Kazakhstan,.,.,.,.,0.0763411,0.0573032,0.1200694,0.1622605,1.1992901,1.0448771,0.5821103,0.674597,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DB  Textiles and textile products,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,0.0589496,0.0283393,0.0628453,0.0793347,0.7105532,0.4636833,0.0295889,0.0262788,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,"DD-DE  Wood, pulp, paper, publishing",EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,3.3808904,8.0644088,7.3685352,11.1229389,10.3037846,11.2043026,2.5181344,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,"DD-DE  Wood, pulp, paper, publishing",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,1.672022,4.2209768,3.6027267,6.5900983,4.5724927,0.5695187,0.0980935,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,"DF  Coke, refined petroleum products and nuclear fuel",EUR m,-,National Bank of Kazakhstan,.,.,.,0.1096274,0.7223038,1.1544915,3.2008377,2.7911532,8.4847833,6.092909,9.1189735,9.069152,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,"DF  Coke, refined petroleum products and nuclear fuel",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,8.0116982,0.5577536,0.5709547,1.6753443,1.3646894,5.0270487,2.7038397,0.4635207,0.3532872,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,"DG  Chemicals, chemical products and man-made fibres",EUR m,-,National Bank of Kazakhstan,.,.,.,0.0856214,10.355223,11.8878914,10.7439325,9.6224562,0.0692578,.,0.0445454,0.0440964,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,"DG  Chemicals, chemical products and man-made fibres",in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,6.2573118,7.9961682,5.879166,5.6234612,4.7047451,0.0410337,.,0.0022643,0.0017178,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DH  Rubber and plastic products,EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,0.1418075,0.1964659,0.1937797,0.2733125,0.2491058,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DH  Rubber and plastic products,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,0.0693345,0.1164018,0.0859933,0.0138926,0.0097039,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DI  Other non-metallic mineral products,EUR m,-,National Bank of Kazakhstan,.,.,.,0.0952238,0.1321287,5.0190885,8.4170177,5.3559597,5.5519288,5.4167711,8.9204067,5.2521089,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DI  Other non-metallic mineral products,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,6.9590664,0.1020281,2.4821941,4.4055352,2.6187103,3.2893965,2.4037911,0.4534275,0.204595,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DJ  Basic metals and fabricated metal products,EUR m,-,National Bank of Kazakhstan,.,.,.,0.8546133,108.3595144,160.624315,75.4309478,88.7748962,50.6535769,88.0038842,1811.97054,2361.509541,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DJ  Basic metals and fabricated metal products,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,62.4561367,83.6738048,79.4368803,39.4811683,43.4050567,30.0111377,39.0533313,92.103109,91.9921959,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DK  Machinery and equipment n.e.c.,EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,.,0.2890691,0.3144868,.,.,.,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DK  Machinery and equipment n.e.c.,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,0.1413357,0.1863266,.,.,.,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DL  Electrical and optical equipment,EUR m,-,National Bank of Kazakhstan,.,.,.,.,.,.,0.0714337,0.0640861,0.6784434,0.6838055,1.1242053,1.237019,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DL  Electrical and optical equipment,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,0.037389,0.0313339,0.4019629,0.3034512,0.0571438,0.0481879,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DN  Manufacturing n.e.c.,EUR m,-,National Bank of Kazakhstan,.,.,.,0.0416104,0.0242236,0.0075843,0.0326771,0.1472616,0.1427558,0.5262723,2.4341423,4.4869983,.,.,.,.,.,.,.,.,.,.
FDI by activities,KZ,Kazakhstan,FDI outward stock,NACE Rev. 1,NACE 2-letter - Manufacturing,DN  Manufacturing n.e.c.,in % of total manufacturing,-,"National Bank of Kazakhstan, wiiw",.,.,.,3.0409366,0.0187051,0.0037508,0.0171035,0.0720012,0.0845797,0.2335429,0.1237283,0.1747902,.,.,.,.,.,.,.,.,.,.
